system,method,shots,computer,Moment 0,Moment 1,Moment 2,Moment 3,Moment 4,Moment 5,Moment 6,Moment 7,Moment 8,Moment 9,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5
linear_4,mix,21501,qasm simulator,1.0,1.9115357395612176,6.656050955414012,12.088684695973004,70.50675808940397,19.96680704929637,1126.7557806318375,-2962.919796271154,29809.8796073927,-152241.89262469125,1.9115357395612176,-2.76488241763991,-5.11315966315474,-6.219710006086359,-6.462787006281205
linear_4,mix,21501,qasm simulator,1.0,1.8903043170559095,7.092002830856334,10.873864466952075,84.34788207859108,-50.769053171371276,1647.9186592878775,-6151.440894272165,51039.8616244939,-287854.9124522873,1.8903043170559095,-3.2892789246774683,-5.544824080666023,-6.328989339659442,-6.461104267116402
linear_4,mix,21501,qasm simulator,1.0,1.7261146496815287,7.210898796886058,7.4396296683025245,96.97865255879239,-156.53381365076032,2239.778369473158,-10181.932801967676,76202.07321940288,-452130.0134465672,1.7261146496815287,-3.6906281905025753,-5.735300480448052,-6.368244584810861,-6.461763870476057
linear_4,mix,21501,qasm simulator,1.0,1.7813163481953291,7.188251946213727,8.334099056767954,92.69951156126365,-122.2927035838177,2026.449212813105,-8738.572123026228,66899.95986913091,-391301.15697330394,1.7813163481953291,-3.6358949165495176,-5.629807493426893,-6.374735188049043,-6.464825188426463
linear_4,mix,21501,qasm simulator,1.0,1.8775654635527246,6.984430290162776,11.910514774981722,77.27788799554487,0.5707308018051602,1311.715394521597,-3903.6628612532354,36411.815449050395,-192338.12461568794,1.8775654635527246,-2.9429863946330115,-5.1915065262764335,-6.23149291334621,-6.455575323552454
linear_4,mix,21501,qasm simulator,1.0,1.7572540693559802,6.9844302901627735,9.292541157634616,83.82459132412143,-66.92421658371326,1641.284802710196,-6247.928509275699,50490.822514589374,-284958.1649205853,1.7572540693559802,-3.2937056843013677,-5.35777950946224,-6.309213821238272,-6.460857258679221
linear_4,mix,21501,qasm simulator,1.0,1.8464260438782734,6.990092002830859,9.985799310848918,85.52083115798263,-73.26159896975393,1751.1088023389348,-6957.6050955414075,55875.61069924475,-320410.663777801,1.8464260438782734,-3.3510801260881364,-5.621563303996478,-6.348083076414804,-6.462641760684769
linear_4,mix,21501,qasm simulator,1.0,1.8322717622080678,7.219391365888182,9.9528964069008,86.12858352766469,-58.765154942976785,1647.952815193808,-6066.668476558425,49828.41039295528,-278494.563352012,1.8322717622080678,-3.416115618632136,-5.327467300761548,-6.369296436045214,-6.468795099439609
linear_4,mix,21501,qasm simulator,1.0,1.8336871903750884,7.108987968860579,9.989326279396238,87.59478147877432,-76.62249834673362,1794.9013144918952,-7133.196663302122,57195.126669219055,-327822.8462288121,1.8336871903750884,-3.3671628526846207,-5.598419324132901,-6.344488342577657,-6.461069525515044
linear_4,mix,21501,qasm simulator,1.0,1.7699929228591649,7.024062278839349,9.528708827863055,86.17656886290067,-75.73920155929125,1746.4085598598485,-6879.230030280886,55113.134860139406,-314681.3191210419,1.7699929228591649,-3.285887406060255,-5.506129036960683,-6.3217570305883815,-6.459244607942989
linear_4,mix,21501,qasm simulator,1.0,1.835102618542109,7.301486199575371,8.524682978896196,98.48346153399923,-152.48998178506372,2302.3892079403186,-10497.301799450077,79194.00045247296,-471218.42357267987,1.835102618542109,-3.7753293307599414,-5.90609564775195,-6.385750485047604,-6.462412011000202
linear_4,mix,21501,qasm simulator,1.0,1.8067940552016983,6.820240622788391,9.89355284071793,83.68179550543549,-74.6752868562409,1744.2125578643288,-7054.959648695368,56437.903043170576,-325624.8703607021,1.8067940552016983,-3.200139218310288,-5.701426377923259,-6.323742828772724,-6.457950339084274
linear_4,mix,21501,qasm simulator,1.0,1.890304317055909,6.936305732484078,11.540554337359179,80.57008109707287,-28.55309595906889,1518.351107398514,-5341.598656503439,46008.09718886692,-255782.7758286643,1.890304317055909,-3.0396575078740624,-5.542715031192256,-6.304131839136214,-6.457857365291845
linear_4,mix,21501,qasm simulator,1.0,1.921443736730361,6.933474876150036,11.55333959834326,80.5639553095959,-32.1162623414893,1537.7356513870027,-5518.113941967441,47125.12302623183,-263615.52359240287,1.921443736730361,-3.1112502409648286,-5.601335710326703,-6.3130322980579905,-6.4592466118142
linear_4,mix,21501,qasm simulator,1.0,1.7615003538570417,7.145789101203116,8.097664543524418,96.20012065945025,-151.57385170489468,2250.412040420916,-10284.755281751412,77391.93318482941,-460638.68572853936,1.7615003538570417,-3.62286083349251,-5.86752604472704,-6.364203905446422,-6.459829333537827
linear_4,mix,21501,qasm simulator,1.0,1.992215145081387,6.893842887473462,13.008469365261679,75.58689220702384,12.663568967317502,1292.2169201675301,-3815.019560753196,36537.53944055784,-194168.06883389605,1.992215145081387,-2.8449495601235553,-5.45286512989019,-6.287207243907666,-6.4600499746330655
linear_4,mix,21501,qasm simulator,1.0,1.8761500353857046,6.678697806086338,11.489552515865569,74.06481964892738,-6.5051802350538495,1301.636246562946,-4129.849303307683,37440.146937686324,-202032.65983316497,1.8761500353857046,-2.8710102982457837,-5.345758096124754,-6.25867469962405,-6.458739345198867
linear_4,mix,21501,qasm simulator,1.0,1.8931351733899504,6.888181174805377,11.245483972016288,81.93589966702632,-44.854257306278065,1622.0047219611795,-6098.998016080203,50951.17600037128,-288787.8371213439,1.8931351733899504,-3.0982906958859378,-5.704044036763733,-6.328729297686495,-6.458629077152807
linear_4,mix,21501,qasm simulator,1.0,1.9256900212314227,6.658881811748053,11.9410741011451,73.29283120439017,-0.5291729026716705,1284.1185363080529,-4026.7986843479157,37016.60581485739,-199627.04668592595,1.9256900212314227,-2.843276091223819,-5.4318918585036435,-6.275816879289666,-6.460965468441357
linear_4,mix,21501,qasm simulator,1.0,1.8067940552016986,7.077848549186125,8.977469168029888,92.91925098325851,-127.25519473739159,2118.511909319782,-9417.1582959173,72062.4231782163,-426246.1814184445,1.8067940552016986,-3.521756429520409,-5.885859729249098,-6.36154196908811,-6.459418804300759
linear_4,mix,21501,qasm simulator,1.0,1.83793347487615,7.106157112526537,10.497987075516576,83.71335259243791,-46.67032125578652,1587.7432854176093,-5731.955158771593,47921.133467914995,-266998.5319341475,1.83793347487615,-3.2570442707458285,-5.375736319306222,-6.311066487052907,-6.46060241128819
linear_4,mix,21501,qasm simulator,1.0,1.8803963198867657,6.89384288747346,10.617521144408476,86.18120961098921,-79.05840381469471,1852.345608112027,-7671.546436485562,61295.92594526239,-356759.67560010665,1.8803963198867657,-3.2353263045112794,-5.93372417752467,-6.363389611158051,-6.458912779722635
linear_4,mix,21501,qasm simulator,1.0,1.719037508846426,6.786270346779902,8.80663162901861,85.45961969069413,-97.29872495446256,1840.2920538790854,-7762.335874142905,60507.517884282934,-352504.52601719304,1.719037508846426,-3.238188241151276,-5.674659029002979,-6.317777757502396,-6.457199871055551
linear_4,mix,21501,qasm simulator,1.0,1.8577494692144374,6.933474876150037,9.365122457740185,89.8186743703085,-113.04274128989566,2020.8170617103463,-8850.114533662816,68375.02248442442,-403143.74307658337,1.8577494692144374,-3.515393671488509,-5.9298251008530745,-6.381199617767047,-6.463217698087735
linear_4,mix,21501,qasm simulator,1.0,1.9143665958952583,6.7749469214437354,13.51786107920597,68.27488311115752,63.128154258466246,924.9770282969648,-1358.7145011775838,20144.124012390865,-86784.27439583308,1.9143665958952583,-2.4506452188742887,-4.683828108407148,-6.004342921460154,-6.444921957916284
linear_4,mix,21501,qasm simulator,1.0,1.7714083510261855,6.885350318471336,9.12939565858016,84.83181928926945,-83.6799160024598,1756.0969568294413,-7115.99197150581,56276.173250728,-323954.7572656713,1.7714083510261855,-3.3252117719659036,-5.559198115424436,-6.328553771592299,-6.460829149642143
linear_4,mix,21501,qasm simulator,1.0,1.8634111818825194,6.7692852087756545,11.017484018423774,76.8309375471326,-23.280556425696105,1404.6794635295212,-4780.707899713432,41568.923520471464,-228488.44856310828,1.8634111818825194,-3.022437576336402,-5.391825854262116,-6.280824170206199,-6.459923511145508
linear_4,mix,21501,qasm simulator,1.0,1.9171974522292992,6.418259023354565,13.73596463749956,58.98781803626747,96.94451985660086,620.0782082071639,352.09070342138284,8252.20295151579,-12313.965298806432,1.9171974522292992,-2.08136956952415,-3.9634399434815757,-4.713305072844328,-6.385330867490104
linear_4,mix,21501,qasm simulator,1.0,1.7883934890304314,7.145789101203113,8.556692538837254,93.96703908670081,-132.96598331651057,2132.9454712099605,-9482.594143375929,72197.28387456066,-426570.29008156154,1.7883934890304314,-3.5918407470591163,-5.803752132559078,-6.35908595554751,-6.460302120148143
linear_4,mix,21501,qasm simulator,1.0,1.7983014861995754,6.808917197452231,8.969046210249097,87.56995347650039,-111.84419848479567,1965.1853514786583,-8613.927708746643,66385.41237687507,-391347.53790911054,1.7983014861995754,-3.401970575864756,-5.87014121486108,-6.356221764464618,-6.459871294258745
linear_4,mix,21501,qasm simulator,1.0,1.9511677282377917,6.40410474168436,12.929158980427633,66.21587599921108,37.40968524126098,1036.9531284443049,-2518.779309224645,27318.73726404699,-138015.19147726626,1.9511677282377917,-2.3833366972131875,-5.304962357175365,-6.201367081174596,-6.456882832325793
linear_4,mix,21501,qasm simulator,1.0,1.8506723283793347,7.193913658881811,9.137957838803619,92.44329585929258,-115.74511851310452,2036.1985428051023,-8790.667942872406,67822.69289849527,-397632.239845463,1.8506723283793347,-3.644447157831733,-5.757643353553985,-6.3713321006299655,-6.463386871687436
linear_4,mix,21501,qasm simulator,1.0,1.8336871903750884,6.723991507430997,10.301428190224268,79.60875013052106,-51.83317670808521,1576.8572041813145,-6005.825589084954,49438.499100855064,-280606.5020245268,1.8336871903750884,-3.116180244929593,-5.593096054009498,-6.309749818720785,-6.459308805900019
